Id,Label,timeset,modularity_class,componentnumber,strongcompnum,pageranks,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,clustering,eigencentrality
rigel2020,rigel2020,,55,0,1277,0.000104,1,0,1,1,0,1,0,0,0,0,0,0,0,0.002973
Tahoesquaw1,Tahoesquaw1,,55,0,1276,0.000104,1,0,1,1,0,1,0,0,0,0,0,0,0,0.002973
genetic,genetic,,55,0,1275,0.000104,1,0,1,1,0,1,0,0,0,0,0,0,0,0.002973
BethR,BethR,,55,0,1274,0.000104,1,0,1,1,0,1,0,0,0,0,0,0,0,0.002973
Justinhope16,Justinhope16,,4,0,183,0.000108,1,3,4,1,3,4,1,1,1,0,0.000433,0.02096,0.166667,0.002409
bujuananon,bujuananon,,123,0,1284,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000001,0,0
SecretGamerGrrl,SecretGamerGrrl,,123,0,1283,0.000941,12,0,12,12,0,12,0,0,0,0,0.00003,0,0,0.018273
billmastercozb,billmastercozb,,4,0,1285,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.011177,0,0
TroyRubert,TroyRubert,,4,0,222,0.000159,3,0,3,4,0,4,0,0,0,0,0.007391,0,0,0.026682
MistyFriendo,MistyFriendo,,43,47,1287,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
empty,empty,,43,47,1286,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
OperatorXeph,OperatorXeph,,4,0,1288,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
j_millerworks,j_millerworks,,4,0,1289,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.005022,1,0
Mithuran_Tharma,Mithuran_Tharma,,165,0,1291,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000001,0,0
Daniel,Daniel,,165,0,1290,0.000131,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
JasonRaimondo1,JasonRaimondo1,,4,0,1292,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.011177,0,0
Detroit_Dragon,Detroit_Dragon,,4,0,1293,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.027115,0,0
MilitantTurret,MilitantTurret,,4,0,1294,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.011177,0,0
emperorofforida,emperorofforida,,4,0,1295,0.000092,0,5,5,0,6,6,2,0.777778,0.857143,0,0,0.014532,0.3,0
BravingRuin,BravingRuin,,4,0,1252,0.000472,9,4,13,10,4,14,2,0.8,0.875,0.000001,0.001436,0.000077,0.145455,0.018403
Railing,Railing,,4,0,1251,0.000252,3,0,3,3,0,3,0,0,0,0,0.000645,0,0.666667,0.009266
iamRucka,iamRucka,,4,0,1250,0.000252,3,0,3,3,0,3,0,0,0,0,0.000645,0,0.666667,0.009266
coffee19944,coffee19944,,4,0,1296,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.005022,1,0
SeantheStone,SeantheStone,,4,0,1297,0.000092,0,2,2,0,2,2,2,0.625,0.7,0,0,0.01848,0,0
these2balls,these2balls,,4,0,1298,0.000092,0,3,3,0,3,3,6,0.247934,0.281111,0,0,0.038938,0.333333,0
DiccalfEgnaro,DiccalfEgnaro,,4,0,1299,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.005022,1,0
mjbridges9,mjbridges9,,4,0,1300,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
A_blue_liquid,A_blue_liquid,,4,0,1301,0.000092,0,6,6,0,8,8,7,0.211416,0.249651,0,0,0.04392,0.166667,0
Cinos_Ben,Cinos_Ben,,4,0,1302,0.000092,0,1,1,0,1,1,7,0.210084,0.233706,0,0,0.001409,0,0
BluePopcan,BluePopcan,,4,0,1308,0.000092,0,3,3,0,3,3,2,0.636364,0.714286,0,0,0.008399,0,0
24HourRTs,24HourRTs,,90,0,1309,0.000092,0,3,3,0,3,3,2,0.636364,0.714286,0,0,0.000567,0.166667,0
CGRNOVA,CGRNOVA,,90,0,900,0.000817,17,5,22,32,7,39,1,1,1,0.000003,0.000123,0.000566,0.032468,0.02658
GrtCdnNeckbeard,GrtCdnNeckbeard,,4,0,1311,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000408,0,0
BeardedNomad51,BeardedNomad51,,4,0,1313,0.000092,0,4,4,0,5,5,1,1,1,0,0,0.012938,0.166667,0
NoPostModernist,NoPostModernist,,4,0,1314,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000407,0,0
discordapp,discordapp,,90,0,896,0.000443,6,0,6,7,0,7,0,0,0,0,0.000048,0,0.166667,0.015808
PhillyEliKaplan,PhillyEliKaplan,,4,0,1318,0.000092,0,7,7,0,8,8,1,1,1,0,0,0.000419,0,0
ninox,ninox,,4,0,407,0.000143,2,0,2,3,0,3,0,0,0,0,0.000017,0,0,0.003045
ShoutGRT,ShoutGRT,,90,0,1323,0.000092,0,9,9,0,17,17,2,0.846154,0.909091,0,0,0.000578,0.069444,0
teamstreamdream,teamstreamdream,,90,0,1324,0.000092,0,2,2,0,2,2,2,0.6,0.666667,0,0,0.000564,0.5,0
quantom_emm,quantom_emm,,90,0,1325,0.000092,0,4,4,0,4,4,2,0.666667,0.75,0,0,0.000569,0.083333,0
GameDev4Life,GameDev4Life,,90,0,1326,0.000092,0,7,7,0,8,8,2,0.733333,0.818182,0,0,0.000574,0.071429,0
DamnStreamers,DamnStreamers,,90,0,1327,0.000092,0,2,2,0,3,3,2,0.6,0.666667,0,0,0.000007,0.5,0
YAMATO_English,YAMATO_English,,4,0,1328,0.000092,0,1,1,0,2,2,7,0.210084,0.233706,0,0,0.001409,0,0
TwitchRetweetr,TwitchRetweetr,,90,0,1329,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000002,0,0
ADudeFromNowere,ADudeFromNowere,,4,0,1331,0.000092,0,10,10,0,12,12,6,0.259133,0.311749,0,0,0.064334,0.1,0
LumLotus,LumLotus,,4,0,1332,0.000092,0,8,8,0,10,10,8,0.186061,0.232356,0,0,0.042097,0.142857,0
theleakymind,theleakymind,,4,0,1333,0.000092,0,6,6,0,7,7,6,0.266436,0.312716,0,0,0.023607,0.2,0
MrsLewdatic,MrsLewdatic,,4,0,1335,0.000119,1,4,5,1,5,6,6,0.249588,0.285479,0.000025,0.000336,0.019797,0.166667,0.002742
Gamerben111,Gamerben111,,4,0,1336,0.000092,0,11,11,0,22,22,6,0.267142,0.323389,0,0,0.094638,0.245455,0
ChatsuboBlues,ChatsuboBlues,,4,0,1339,0.000092,0,3,3,0,4,4,1,1,1,0,0,0.007921,0,0
fischskeleton,fischskeleton,,4,0,1338,0.000118,1,0,1,1,0,1,0,0,0,0,0.000323,0,0,0.001523
Degiance,Degiance,,4,0,1340,0.000092,0,3,3,0,3,3,6,0.251467,0.289167,0,0,0.040064,0.333333,0
InquisitionNow,InquisitionNow,,44,48,1341,0.00038,3,2,5,3,2,5,1,1,1,0,0,0,0.666667,0.006657
RegnumDeiFasces,RegnumDeiFasces,,44,48,1341,0.000293,2,1,3,2,1,3,1,1,1,0,0,0,0.5,0.004308
TheHoboSonic,TheHoboSonic,,4,0,1342,0.000092,0,2,2,0,2,2,3,0.538462,0.619048,0,0,0.016788,0,0
TwitchEverAfter,TwitchEverAfter,,90,0,1343,0.000092,0,1,1,0,2,2,1,1,1,0,0,0.000002,0,0
nAbleMedia,nAbleMedia,,123,0,1344,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000001,0,0
NodalHub,NodalHub,,123,0,1345,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000001,0,0
meta_CROWD,meta_CROWD,,123,0,1346,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000001,0,0
GlasgowJives,GlasgowJives,,4,0,1347,0.000092,0,3,3,0,3,3,9,0.154321,0.177689,0,0,0.007698,0.333333,0
NumbingDisaster,NumbingDisaster,,4,0,233,0.000125,1,5,6,1,6,7,8,0.181322,0.218785,0.000001,0.002385,0.051554,0.166667,0.018545
TheNewFauxTimes,TheNewFauxTimes,,4,0,1349,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.005532,0,0
Autist,Autist,,4,0,1348,0.000131,1,0,1,1,0,1,0,0,0,0,0.000226,0,0,0.001523
DrEvilGames,DrEvilGames,,4,0,374,0.000131,1,7,8,1,7,8,9,0.158796,0.198143,0.00001,0.00009,0.031066,0.142857,0.003209
Matthews_Voth,Matthews_Voth,,4,0,1350,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.001113,0,0
rodrigo_gean,rodrigo_gean,,4,0,1351,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
SeibenLore,SeibenLore,,4,0,1317,0.000103,1,0,1,1,0,1,0,0,0,0,0.000017,0,0,0.001523
Dogmatic,Dogmatic,,4,0,1316,0.000103,1,0,1,1,0,1,0,0,0,0,0.000017,0,0,0.001523
joryc67,joryc67,,4,0,1315,0.000103,1,0,1,1,0,1,0,0,0,0,0.000017,0,0,0.001523
revupthoseovens,revupthoseovens,,44,48,1352,0.000092,0,2,2,0,2,2,1,1,1,0,0,0,1,0
TamaCinema,TamaCinema,,165,0,1353,0.00016,1,2,3,1,2,3,1,1,1,0,0,0.000001,0.5,0.001912
SandwichInsider,SandwichInsider,,165,0,1353,0.00016,1,2,3,1,2,3,1,1,1,0,0,0.000001,0.5,0.001912
NWO_InfoSec,NWO_InfoSec,,45,49,1355,0.000092,0,1,1,0,3,3,1,1,1,0,0,0,0,0
DYKbot,DYKbot,,45,49,1354,0.00017,1,0,1,3,0,3,0,0,0,0,0,0,0,0.001523
bkdeadhead,bkdeadhead,,4,0,1356,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
MasterJayShay,MasterJayShay,,4,0,1357,0.000092,0,3,3,0,3,3,2,0.8,0.875,0,0,0.025709,0,0
grailsnail,grailsnail,,46,50,1360,0.000092,0,2,2,0,2,2,1,1,1,0,0,0,0.5,0
Trzhean,Trzhean,,46,50,1359,0.000131,1,1,2,1,1,2,1,1,1,0,0,0,0.5,0.001523
Alex,Alex,,46,50,1358,0.000243,2,0,2,2,0,2,0,0,0,0,0,0,0.5,0.003392
Nujabessence,Nujabessence,,4,0,1361,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
s_norton61,s_norton61,,4,0,1362,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
GlennF,GlennF,,165,0,1365,0.000092,0,4,4,0,4,4,1,1,1,0,0,0.000003,0.166667,0
eeeeradicator,eeeeradicator,,165,0,1364,0.000112,1,2,3,1,2,3,1,1,1,0,0,0,0.333333,0.001523
cwarzel,cwarzel,,165,0,1363,0.000159,2,0,2,2,0,2,0,0,0,0,0,0,0.5,0.003392
ProjectNEIGH,ProjectNEIGH,,4,0,1367,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.003264,0.5,0
fritztegulariu,fritztegulariu,,4,0,1366,0.000131,1,1,2,1,1,2,1,1,1,0,0.000133,0.003259,0.5,0.001523
thefirstaxlyon,thefirstaxlyon,,4,0,1369,0.000092,0,4,4,0,5,5,6,0.252094,0.291528,0,0,0.04014,0.166667,0
HolyDForce,HolyDForce,,4,0,1370,0.000092,0,3,3,0,6,6,8,0.191816,0.225365,0,0,0.023412,0.166667,0
DarthMalber,DarthMalber,,4,0,513,0.000105,1,1,2,1,1,2,1,1,1,0,0.000776,0.000032,0.5,0.001523
Swedebit,Swedebit,,4,0,512,0.000195,2,0,2,2,0,2,0,0,0,0,0.000777,0,0.5,0.003392
Chris__Bryer,Chris__Bryer,,4,0,1372,0.000092,0,4,4,0,4,4,1,1,1,0,0,0.00002,0,0
ketjak,ketjak,,4,0,1371,0.000112,1,0,1,1,0,1,0,0,0,0,0.000001,0,0,0.001523
TheQuartering,TheQuartering,,4,0,1306,0.000137,2,0,2,2,0,2,0,0,0,0,0.000001,0,0,0.003392
luzariuslive,luzariuslive,,4,0,1373,0.000092,0,1,1,0,1,1,3,0.5,0.555556,0,0,0.005611,0,0
ty2010b,ty2010b,,4,0,1375,0.000097,1,12,13,1,15,16,6,0.269231,0.327907,0.000005,0.000636,0.079352,0.102564,0.001523
DViper31,DViper31,,4,0,1376,0.000092,0,3,3,0,3,3,6,0.24835,0.281838,0,0,0.017551,0.333333,0
TheMasterHunt,TheMasterHunt,,4,0,1379,0.000092,0,3,3,0,3,3,1,1,1,0,0,0.00002,0,0
JustTroofAddict,JustTroofAddict,,4,0,1378,0.000118,1,0,1,1,0,1,0,0,0,0,0.000001,0,0,0.001523
lootcrate,lootcrate,,4,0,1377,0.000118,1,0,1,1,0,1,0,0,0,0,0.000001,0,0,0.001523
testand76,testand76,,165,0,1381,0.000092,0,1,1,0,2,2,1,1,1,0,0,0.000038,0,0
jordanowen42,jordanowen42,,165,0,1380,0.000192,3,0,3,4,0,4,0,0,0,0,0.000931,0,0.333333,0.00583
jtc002,jtc002,,4,0,1387,0.000092,0,9,9,0,9,9,8,0.182905,0.227015,0,0,0.028697,0.111111,0
EscapeVelo,EscapeVelo,,4,0,66,0.001621,12,2,14,12,2,14,3,0.538462,0.619048,0.000023,0.014299,0.011134,0.027473,0.116344
funny_etp,funny_etp,,4,0,1388,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.006636,0,0
FemBloggers,FemBloggers,,47,51,1390,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
otspace0715,otspace0715,,47,51,1389,0.000327,3,0,3,3,0,3,0,0,0,0,0,0,0,0.004568
rtlbloggers,rtlbloggers,,47,51,1391,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
ChicBloggers,ChicBloggers,,47,51,1392,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
LeeBrocklebank,LeeBrocklebank,,4,0,1393,0.000092,0,5,5,0,5,5,8,0.180941,0.217444,0,0,0.036323,0.05,0
bleach_amy,bleach_amy,,4,0,1394,0.000092,0,2,2,0,2,2,6,0.247934,0.28,0,0,0.015082,0,0
WhiteVoidJoJo,WhiteVoidJoJo,,4,0,1395,0.000092,0,2,2,0,2,2,2,0.6,0.666667,0,0,0.021549,0,0
UAsTopSecret,UAsTopSecret,,4,0,1396,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
ThePoliticalHat,ThePoliticalHat,,4,0,1397,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.001113,0,0
SoakedKnees,SoakedKnees,,4,0,1398,0.000092,0,2,2,0,2,2,6,0.248344,0.281111,0,0,0.017433,0.5,0
IlyonMTG,IlyonMTG,,48,52,1401,0.000131,1,2,3,1,2,3,1,1,1,0,0,0,0.166667,0.001523
ProggyBoog,ProggyBoog,,48,52,1400,0.000148,1,0,1,1,0,1,0,0,0,0,0,0,0,0.00187
AJSacher,AJSacher,,48,52,1399,0.000187,2,0,2,2,0,2,0,0,0,0,0,0,0.5,0.003392
Fashy_dutz_neez,Fashy_dutz_neez,,4,0,1402,0.000092,0,4,4,0,5,5,6,0.248344,0.283333,0,0,0.035226,0.166667,0
vfm_5411,vfm_5411,,4,0,1403,0.000092,0,1,1,0,1,1,2,0.571429,0.625,0,0,0.007303,0,0
ben_brona19,ben_brona19,,4,0,1404,0.000092,0,5,5,0,5,5,6,0.252101,0.293056,0,0,0.044972,0.3,0
highnzzz,highnzzz,,4,0,1405,0.000092,0,1,1,0,1,1,6,0.247525,0.277778,0,0,0.011823,0,0
peterkr98677261,peterkr98677261,,4,0,1406,0.000092,0,4,4,0,4,4,8,0.213068,0.247091,0,0,0.021291,0,0
joel141290,joel141290,,4,0,1407,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.004014,0,0
rob,rob,,4,0,275,0.000141,2,0,2,6,0,6,0,0,0,0,0.000715,0,0.5,0.003392
juukuchi,juukuchi,,4,0,1330,0.0001,1,1,2,1,1,2,1,1,1,0,0.002623,0.001113,0,0.001523
limebois,limebois,,4,0,1408,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
Fatdragonfiesta,Fatdragonfiesta,,49,53,1410,0.00016,1,2,3,1,2,3,1,1,1,0,0,0,0.5,0.001912
NeriValara,NeriValara,,49,53,1410,0.00016,1,2,3,1,2,3,1,1,1,0,0,0,0.5,0.001912
RaiBridMoo,RaiBridMoo,,49,53,1409,0.000228,2,0,2,2,0,2,0,0,0,0,0,0,1,0.003824
SavannahCatCor,SavannahCatCor,,4,0,1411,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
jbarsody,jbarsody,,4,0,1412,0.000092,0,2,2,0,2,2,6,0.248344,0.281111,0,0,0.017433,0.5,0
boonesimpson,boonesimpson,,4,0,1413,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.001113,0,0
Iron_YetI,Iron_YetI,,4,0,1414,0.000092,0,2,2,0,2,2,8,0.179748,0.209333,0,0,0.018177,0,0
KevinKiejko,KevinKiejko,,4,0,1415,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.011177,0,0
Blau_Geist,Blau_Geist,,4,0,1416,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
berkutace,berkutace,,4,0,1417,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.011177,0,0
ThatYusuke,ThatYusuke,,4,0,1418,0.000092,0,2,2,0,2,2,3,0.538462,0.619048,0,0,0.00887,0,0
SYGLP,SYGLP,,4,0,1419,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.011177,0,0
enrillescas,enrillescas,,42,46,1420,0.000092,0,1,1,0,1,1,2,0.571429,0.625,0,0,0,0,0
brimshae,brimshae,,4,0,1421,0.000092,0,4,4,0,4,4,8,0.181159,0.215194,0,0,0.021935,0.083333,0
Crisprtek,Crisprtek,,4,0,194,0.00052,13,0,13,13,0,13,0,0,0,0,0.007404,0,0.00641,0.027866
meatmufin,meatmufin,,4,0,1422,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.001113,0,0
mybodyGG,mybodyGG,,4,0,1423,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.002417,0,0
HotSolanum,HotSolanum,,4,0,1424,0.000092,0,6,6,0,7,7,7,0.215989,0.250572,0,0,0.009806,0,0
jkomrade,jkomrade,,4,0,1425,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.001113,0,0
SteveColantuono,SteveColantuono,,4,0,1426,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.001113,0,0
Michaeladj,Michaeladj,,4,0,1427,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
MrShikaki,MrShikaki,,4,0,1428,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
MaxDerrat,MaxDerrat,,50,54,1430,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
oliverbcampbell,oliverbcampbell,,50,54,1429,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
MarkTheJanny,MarkTheJanny,,4,0,233,0.000268,2,3,5,2,5,7,6,0.259549,0.297492,0.000102,0.009495,0.026674,0.333333,0.093607
NeoTechni,NeoTechni,,4,0,240,0.000097,1,4,5,1,5,6,3,0.6,0.703704,0,0.002765,0.013554,0,0.001523
andrelevin,andrelevin,,4,0,1431,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
LyonneStroche,LyonneStroche,,4,0,1432,0.000092,0,4,4,0,4,4,8,0.181159,0.215194,0,0,0.021935,0.083333,0
ShpinzyII,ShpinzyII,,4,0,1433,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.007894,0,0
YakovMerkin,YakovMerkin,,4,0,1434,0.000092,0,2,2,0,2,2,6,0.248344,0.281111,0,0,0.017433,0.5,0
RitaPanahi,RitaPanahi,,4,0,239,0.000141,2,0,2,2,0,2,0,0,0,0,0.000642,0,0,0.003739
guardian,guardian,,4,0,238,0.000113,1,0,1,1,0,1,0,0,0,0,0.000553,0,0,0.00187
JohnMudMudJones,JohnMudMudJones,,4,0,1435,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.008782,0,0
JimFear138,JimFear138,,4,0,1436,0.000092,0,1,1,0,1,1,2,0.571429,0.625,0,0,0.007303,0,0
RandyHauser,RandyHauser,,51,55,1438,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
arunadsouza,arunadsouza,,51,55,1437,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
PlsEndMe666,PlsEndMe666,,4,0,1439,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
throwmeinagrave,throwmeinagrave,,4,0,1440,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
rbassilian,rbassilian,,4,0,1441,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.007894,0,0
Sp4zkey,Sp4zkey,,4,0,1442,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
brokenXscale,brokenXscale,,4,0,1443,0.000092,0,5,5,0,7,7,6,0.252525,0.294167,0,0,0.048974,0.15,0
50th,50th,,4,0,439,0.000135,2,0,2,2,0,2,0,0,0,0,0.005579,0,0,0.003045
Siggy_The_Furry,Siggy_The_Furry,,4,0,1444,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.001113,0,0
nuleet,nuleet,,4,0,1445,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
Abraham0Link,Abraham0Link,,4,0,1446,0.000092,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.015509,0,0
Thesubtlerest,Thesubtlerest,,4,0,1447,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
captainapatheia,captainapatheia,,4,0,1449,0.000092,0,2,2,0,2,2,1,1,1,0,0,0,0,0
AndyFrogman,AndyFrogman,,4,0,1448,0.000131,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
RedHurricane24,RedHurricane24,,4,0,1450,0.000092,0,3,3,0,4,4,6,0.25,0.286667,0,0,0.025714,0.333333,0
curemachwindy,curemachwindy,,4,0,1451,0.000092,0,2,2,0,2,2,7,0.20202,0.224063,0,0,0.010569,0,0
meta_gear,meta_gear,,4,0,1452,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
CoupleofCunts,CoupleofCunts,,4,0,1453,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
aubreysitterson,aubreysitterson,,132,0,1114,0.000181,1,0,1,1,0,1,0,0,0,0,0,0,0,0.002088
ElDuderinoGG,ElDuderinoGG,,4,0,1454,0.000092,0,1,1,0,1,1,6,0.247525,0.277778,0,0,0.011823,0,0
Praxis0fEvil,Praxis0fEvil,,52,56,1456,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
GamerGateRacist,GamerGateRacist,,52,56,1455,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
XxNinjaGokuxX,XxNinjaGokuxX,,4,0,362,0.000155,3,2,5,3,21,24,1,1,1,0.000001,0.001116,0.000979,0.1,0.007682
WokeCentrist,WokeCentrist,,123,0,1457,0.000092,0,4,4,0,4,4,1,1,1,0,0,0.000026,0.5,0
PinKushinDev,PinKushinDev,,4,0,1458,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.011177,0,0
canadopia,canadopia,,53,57,1461,0.000092,0,2,2,0,2,2,1,1,1,0,0,0,0.5,0
barkflight,barkflight,,53,57,1460,0.000131,1,1,2,1,1,2,1,1,1,0,0,0,0.5,0.001523
emilynussbaum,emilynussbaum,,53,57,1459,0.000243,2,0,2,2,0,2,0,0,0,0,0,0,0.5,0.003392
VGAdjudicator,VGAdjudicator,,4,0,1462,0.000092,0,5,5,0,6,6,7,0.203804,0.233508,0,0,0.041883,0.1,0
Kekistani_LM,Kekistani_LM,,4,0,1463,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.001113,0,0
Marnssj,Marnssj,,4,0,1464,0.000092,0,3,3,0,3,3,8,0.187032,0.212198,0,0,0.019696,0,0
LocWashere,LocWashere,,4,0,1465,0.000092,0,2,2,0,2,2,2,0.666667,0.75,0,0,0.004303,0,0
ac_phila,ac_phila,,195,58,1468,0.000092,0,2,2,0,2,2,1,1,1,0,0,0,0,0
z0mgItsHutch,z0mgItsHutch,,195,58,1467,0.000131,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
jomar96,jomar96,,4,0,1469,0.000092,0,2,2,0,2,2,6,0.247934,0.28,0,0,0.015082,0,0
pburgessgamer,pburgessgamer,,4,0,1470,0.000092,0,4,4,0,4,4,8,0.181216,0.215781,0,0,0.042841,0.083333,0
TheCrocutaDen,TheCrocutaDen,,4,0,1471,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
stem_mad,stem_mad,,4,0,1472,0.000092,0,5,5,0,6,6,8,0.179964,0.214056,0,0,0.039794,0.2,0
Thrust_Hawk,Thrust_Hawk,,4,0,1473,0.000092,0,3,3,0,3,3,2,0.8,0.875,0,0,0.018768,0,0
DelusionKiller,DelusionKiller,,4,0,1474,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
Saltanine,Saltanine,,4,0,1475,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.001113,0,0
Mr_Dakina,Mr_Dakina,,4,0,1476,0.000092,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.002701,0,0
NavalMilk,NavalMilk,,4,0,1478,0.000092,0,4,4,0,4,4,8,0.187189,0.213431,0,0,0.005427,0.083333,0
ianc14,ianc14,,4,0,1480,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.007908,0,0
SenSen,SenSen,,4,0,1479,0.000131,1,0,1,1,0,1,0,0,0,0,0.000322,0,0,0.001523
PALE_Primate,PALE_Primate,,4,0,1482,0.000092,0,7,7,0,8,8,1,1,1,0,0,0.010585,0,0
FashyAvi,FashyAvi,,4,0,1483,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.001113,0,0
katlynispooky,katlynispooky,,4,0,1484,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.001113,0,0
Rational_Urge,Rational_Urge,,4,0,1488,0.000092,0,7,7,0,8,8,2,0.888889,0.9375,0,0,0.023692,0.047619,0
TheDarkMonster4,TheDarkMonster4,,4,0,1489,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.001113,0,0
RealAlisonPoole,RealAlisonPoole,,4,0,1491,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.003265,0,0
therobbieevans,therobbieevans,,54,59,1494,0.000092,0,2,2,0,2,2,1,1,1,0,0,0,0,0
EWErickson,EWErickson,,54,59,1493,0.000131,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
FiveThirtyEight,FiveThirtyEight,,54,59,1492,0.000131,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
FlawedIntellect,FlawedIntellect,,4,0,1495,0.000092,0,4,4,0,5,5,8,0.186683,0.212198,0,0,0.015697,0.166667,0
AmazingGraceToo,AmazingGraceToo,,55,0,1512,0.000092,0,10,10,0,10,10,3,0.5,0.628205,0,0,0,0.177778,0
100101010O10,100101010O10,,55,0,1511,0.000177,6,8,14,6,8,14,3,0.480769,0.593333,0.000003,0,0,0.186813,0.00983
MarlaMHughes,MarlaMHughes,,55,0,1510,0.000147,6,14,20,7,17,24,2,0.705882,0.791667,0.000005,0,0,0.163743,0.012747
SallyB1029,SallyB1029,,55,0,1503,0.000149,6,0,6,6,0,6,0,0,0,0,0,0,0.3,0.015216
MarionF74,MarionF74,,55,0,1502,0.000169,7,0,7,7,0,7,0,0,0,0,0,0,0.214286,0.017086
NoFascistLies,NoFascistLies,,55,0,1501,0.000149,6,0,6,6,0,6,0,0,0,0,0,0,0.3,0.015216
