Id,Label,timeset,modularity_class,componentnumber,strongcompnum,pageranks,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,clustering,eigencentrality
JimSterling,JimSterling,,4,0,1052,0.000131,1,0,1,1,0,1,0,0,0,0,0.000651,0,0,0.001523
europesperance,europesperance,,29,32,1055,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
ProfessorF,ProfessorF,,29,32,1054,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
AidenDietrich,AidenDietrich,,4,0,1056,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
O_Draws,O_Draws,,4,0,1057,0.000092,0,1,1,0,1,1,8,0.179426,0.206833,0,0,0.017064,0,0
memesandstreams,memesandstreams,,4,0,1058,0.000092,0,1,1,0,1,1,3,0.5,0.555556,0,0,0.005611,0,0
IHowToLife,IHowToLife,,30,33,1059,0.000614,1,1,2,1,1,2,1,1,1,0,0,0,0,0.001912
TaamHartlis,TaamHartlis,,30,33,1059,0.000614,1,1,2,1,1,2,1,1,1,0,0,0,0,0.001912
AndyG244,AndyG244,,4,0,363,0.000101,1,6,7,1,6,7,6,0.251462,0.292636,0.000005,0.001756,0.026143,0.095238,0.001523
Riko_de_Sama,Riko_de_Sama,,4,0,1062,0.000092,0,6,6,0,6,6,2,0.875,0.928571,0,0,0.021163,0,0
Sckarton,Sckarton,,4,0,1063,0.000092,0,2,2,0,3,3,6,0.247934,0.28,0,0,0.019717,0,0
ftivanmont,ftivanmont,,4,0,1064,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.004889,0,0
RedKingofSteel,RedKingofSteel,,127,34,1067,0.000129,1,3,4,1,15,16,1,1,1,0,0,0,0.333333,0.001912
invisiblemoose,invisiblemoose,,127,34,1067,0.000129,1,3,4,7,3,10,1,1,1,0,0,0,0.333333,0.001912
IdrisAlternatAc,IdrisAlternatAc,,4,0,1068,0.000092,0,1,1,0,1,1,3,0.5,0.555556,0,0,0.005611,0,0
ironsquid,ironsquid,,165,0,1073,0.000092,0,4,4,0,4,4,1,1,1,0,0,0,0,0
Freeyourmindkid,Freeyourmindkid,,165,0,1072,0.000112,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
realDonaldTrump,realDonaldTrump,,165,0,1071,0.00012,2,0,2,2,0,2,0,0,0,0,0,0,0,0.003045
ICEgov,ICEgov,,165,0,1070,0.000112,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
lenadunham,lenadunham,,165,0,1069,0.000112,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
stds181993,stds181993,,4,0,1074,0.000092,0,1,1,0,1,1,3,0.5,0.555556,0,0,0.005611,0,0
TheUnsafeSpace,TheUnsafeSpace,,4,0,1075,0.000092,0,3,3,0,3,3,4,0.419355,0.532051,0,0,0.038324,0,0
ChaosCharza,ChaosCharza,,4,0,1076,0.000092,0,4,4,0,6,6,7,0.20562,0.233532,0,0,0.006129,0.5,0
dil_maz,dil_maz,,165,0,1077,0.000092,0,3,3,0,3,3,1,1,1,0,0,0,0.333333,0
mariabustillos,mariabustillos,,31,35,1079,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
zunguzungu,zunguzungu,,31,35,1078,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
Tenji95,Tenji95,,165,0,1081,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000001,0.5,0
CountDorku,CountDorku,,165,0,1080,0.000131,1,1,2,1,1,2,1,1,1,0,0,0.000001,0.5,0.001523
DrewKalocai,DrewKalocai,,4,0,209,0.000121,3,2,5,3,2,5,1,1,1,0,0.006821,0.005022,0.4,0.00724
N7Kopper,N7Kopper,,4,0,1083,0.000092,0,8,8,0,10,10,8,0.183201,0.227685,0,0,0.064394,0.017857,0
Typhonblue,Typhonblue,,4,0,1082,0.000141,2,0,2,2,0,2,0,0,0,0,0.00274,0,0,0.003045
rboren,rboren,,165,0,1084,0.000092,0,3,3,0,3,3,1,1,1,0,0,0,0.333333,0
AndrewMelim,AndrewMelim,,165,0,1085,0.000092,0,3,3,0,3,3,1,1,1,0,0,0,0.333333,0
MulamboMan,MulamboMan,,4,0,1086,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.011177,0,0
Shoradin,Shoradin,,4,0,1087,0.000092,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.025573,0,0
cromatic7,cromatic7,,32,36,1089,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
Namekytal,Namekytal,,32,36,1088,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
DSAzi0nist,DSAzi0nist,,4,0,1090,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
KrrishP67351293,KrrishP67351293,,4,0,1091,0.000092,0,4,4,0,4,4,7,0.241546,0.27827,0,0,0.015183,0.166667,0
CassandraCorvid,CassandraCorvid,,165,0,1092,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
SpookyMoth,SpookyMoth,,4,0,1093,0.000092,0,2,2,0,2,2,6,0.254669,0.288167,0,0,0.012074,0.5,0
KanaMehlancholy,KanaMehlancholy,,20,22,1094,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
ysb716,ysb716,,4,0,1098,0.000092,0,4,4,0,4,4,2,0.833333,0.9,0,0,0.000929,0,0
dirak,dirak,,4,0,1097,0.000268,3,0,3,3,0,3,0,0,0,0,0.000038,0,0,0.004568
Leemonyy,Leemonyy,,4,0,1099,0.000092,0,1,1,0,1,1,6,0.247525,0.277778,0,0,0.011823,0,0
LarsWSchmidt,LarsWSchmidt,,4,0,1100,0.000092,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.002812,0,0
GiovannaLiviana,GiovannaLiviana,,4,0,233,0.000157,4,8,12,4,11,15,7,0.261364,0.313481,0.000115,0.005874,0.011687,0.266667,0.014643
Libraryben,Libraryben,,165,0,1101,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
CrackySmiles,CrackySmiles,,4,0,1102,0.000092,0,1,1,0,1,1,6,0.247525,0.277778,0,0,0.011823,0,0
Kulturz,Kulturz,,4,0,233,0.000329,2,4,6,2,5,7,6,0.248133,0.283166,0.000077,0.00539,0.018395,0.05,0.094775
wombat_socho,wombat_socho,,4,0,1103,0.000092,0,7,7,0,8,8,6,0.25,0.290698,0,0,0.04668,0.095238,0
Kekus_I,Kekus_I,,4,0,1104,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
mariuswatz,mariuswatz,,33,37,1106,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
RealSexyCyborg,RealSexyCyborg,,33,37,1105,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
Br0M0use,Br0M0use,,4,0,1107,0.000092,0,7,7,0,8,8,6,0.255537,0.295833,0,0,0.043106,0.095238,0
Blue_Rascal,Blue_Rascal,,4,0,1108,0.000092,0,2,2,0,2,2,3,0.538462,0.619048,0,0,0.00887,0,0
FyrchMyrddin,FyrchMyrddin,,4,0,1110,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000491,0,0
BobSchtinkwater,BobSchtinkwater,,4,0,1109,0.000131,1,0,1,1,0,1,0,0,0,0,0.00002,0,0,0.001523
zkanSheol,zkanSheol,,4,0,1111,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.011177,0,0
AnonMuser,AnonMuser,,4,0,1113,0.000092,0,4,4,0,4,4,9,0.153728,0.177316,0,0,0.015772,0,0
MooreSenate,MooreSenate,,4,0,1112,0.000112,1,0,1,1,0,1,0,0,0,0,0.000643,0,0,0.001523
MelissaMorgue,MelissaMorgue,,132,0,1115,0.000275,5,2,7,6,2,8,2,0.666667,0.75,0,0.000047,0,0.25,0.010573
93418,93418,,132,0,1115,0.000209,1,2,3,1,2,3,1,1,1,0,0,0.000002,0,0.00357
B0820,B0820,,4,0,1117,0.000092,0,11,11,0,22,22,6,0.271827,0.331402,0,0,0.077228,0.172727,0
Bulltoid,Bulltoid,,4,0,1118,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000281,0,0
shoe0nhead,shoe0nhead,,4,0,377,0.00032,8,0,8,8,0,8,0,0,0,0,0.006891,0,0,0.012182
rashnok,rashnok,,4,0,1119,0.000092,0,2,2,0,2,2,6,0.247729,0.279444,0,0,0.023,0.5,0
SpectorAlex,SpectorAlex,,4,0,1120,0.000131,1,2,3,1,5,6,6,0.254022,0.286389,0.000013,0.000456,0.016009,0.166667,0.001523
ChongJr03,ChongJr03,,4,0,1121,0.000092,0,1,1,0,1,1,3,0.5,0.583333,0,0,0.000568,0,0
ninjeddie,ninjeddie,,4,0,1123,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.00056,0.5,0
bhxspecter,bhxspecter,,4,0,1122,0.000131,1,1,2,1,1,2,1,1,1,0,0.000023,0.000559,0.5,0.001523
Kurosaki9819,Kurosaki9819,,4,0,1124,0.000092,0,2,2,0,8,8,9,0.152983,0.171907,0,0,0.004568,0,0
wfrolik,wfrolik,,34,38,1126,0.000092,0,2,2,0,2,2,1,1,1,0,0,0,1,0
sadydoyle,sadydoyle,,34,38,1125,0.000555,5,1,6,5,1,6,1,1,1,0,0,0,0.2,0.01018
studentactivism,studentactivism,,34,38,1125,0.000721,6,2,8,6,2,8,1,1,1,0,0,0,0.333333,0.013707
JamesBolton11,JamesBolton11,,4,0,1127,0.000092,0,3,3,0,3,3,6,0.25061,0.285444,0,0,0.012554,0,0
Ash,Ash,,4,0,476,0.000396,9,0,9,10,0,10,0,0,0,0,0.007614,0,0.013889,0.014438
Plipster,Plipster,,4,0,374,0.00059,13,8,21,19,10,29,11,0.141079,0.17449,0.000083,0.010324,0.043623,0.093567,0.031172
SuperHotRodGx,SuperHotRodGx,,26,28,1128,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
DetectiveDoge,DetectiveDoge,,4,0,1129,0.000092,0,1,1,0,1,1,6,0.247525,0.277778,0,0,0.011823,0,0
hrlyjm,hrlyjm,,4,0,1130,0.000092,0,8,8,0,10,10,8,0.182149,0.225278,0,0,0.073359,0.125,0
Kung_Fu_Kai,Kung_Fu_Kai,,4,0,1132,0.000092,0,3,3,0,4,4,3,0.571429,0.666667,0,0,0.006171,0.333333,0
kurtruslfanclub,kurtruslfanclub,,4,0,1131,0.000118,1,2,3,1,8,9,3,0.538462,0.619048,0,0.000252,0.006161,0.333333,0.001523
nichegamer,nichegamer,,4,0,167,0.000958,17,0,17,21,0,21,0,0,0,0,0.013496,0,0.003676,0.045858
Androlphegax,Androlphegax,,4,0,868,0.000305,7,29,36,7,29,36,8,0.188986,0.264866,0.000071,0.005041,0.000622,0.032773,0.013773
BigMick,BigMick,,90,0,867,0.000297,5,0,5,6,0,6,0,0,0,0,0.000049,0,0,0.01038
HarkenReborn,HarkenReborn,,4,0,1133,0.000092,0,4,4,0,4,4,6,0.252313,0.2925,0,0,0.057576,0.416667,0
GSD_SteVB,GSD_SteVB,,4,0,1134,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.011177,0,0
Tarleton_exe,Tarleton_exe,,4,0,1135,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000627,0,0
Etherwinter,Etherwinter,,4,0,1136,0.000092,0,4,4,0,6,6,8,0.223881,0.266472,0,0,0.037974,0.166667,0
notoneofus,notoneofus,,4,0,1137,0.000092,0,2,2,0,2,2,6,0.248344,0.281111,0,0,0.024573,0.5,0
jonathangreen,jonathangreen,,90,0,1140,0.000147,3,3,6,3,3,6,1,1,1,0,0,0,0.35,0.005736
jam,jam,,90,0,1139,0.000149,2,0,2,2,0,2,0,0,0,0,0,0,0.5,0.004213
kickstarter,kickstarter,,90,0,1138,0.000189,3,0,3,3,0,3,0,0,0,0,0,0,0.333333,0.005736
Oneiorosgrip,Oneiorosgrip,,4,0,1141,0.000092,0,3,3,0,3,3,1,1,1,0,0,0.005649,0.333333,0
markdoka0601,markdoka0601,,4,0,1142,0.000108,1,6,7,1,6,7,1,1,1,0,0.000999,0.018885,0,0.001523
cabbagebrains,cabbagebrains,,35,39,1144,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
celestialkhagan,celestialkhagan,,35,39,1143,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
DInYoMumtonsils,DInYoMumtonsils,,4,0,1145,0.000092,0,2,2,0,2,2,8,0.179748,0.209333,0,0,0.028241,0,0
IndieDev_RT,IndieDev_RT,,90,0,1146,0.000092,0,5,5,0,5,5,1,1,1,0,0,0.000001,0.1,0
jam_hirons,jam_hirons,,90,0,1147,0.000092,0,2,2,0,2,2,2,0.75,0.833333,0,0,0,0.5,0
PixyMisa,PixyMisa,,4,0,1148,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000118,0,0
GreenMiscreant,GreenMiscreant,,4,0,1151,0.000092,0,3,3,0,3,3,3,0.5625,0.648148,0,0,0.005629,0.166667,0
TheOldGods1990,TheOldGods1990,,4,0,1150,0.000118,1,2,3,1,3,4,3,0.538462,0.619048,0,0.00023,0.013505,0.166667,0.001523
para199x,para199x,,4,0,1149,0.000118,1,0,1,1,0,1,0,0,0,0,0.00023,0,0,0.001523
TimoVesalainen,TimoVesalainen,,227,0,1152,0.000092,0,1,1,0,1,1,2,0.555556,0.6,0,0,0,0,0
tarisiac,tarisiac,,4,0,1154,0.000099,1,2,3,1,14,15,1,1,1,0,0.002182,0.000509,0.333333,0.001523
EA,EA,,4,0,100,0.000352,10,0,10,18,0,18,0,0,0,0,0.010284,0,0.033333,0.03671
Disney,Disney,,4,0,1153,0.000141,2,0,2,8,0,8,0,0,0,0,0.002203,0,0.5,0.003392
Mordeth_Kai,Mordeth_Kai,,4,0,1158,0.000092,0,13,13,0,15,15,6,0.266491,0.322167,0,0,0.063498,0.070513,0
ProdigiousPack9,ProdigiousPack9,,4,0,1159,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
SalTheMehGuy,SalTheMehGuy,,4,0,1160,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
TheGamerOfAges,TheGamerOfAges,,4,0,1161,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
JiiDee,JiiDee,,26,28,1162,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
Darkwolfsbane13,Darkwolfsbane13,,4,0,1163,0.000092,0,2,2,0,2,2,8,0.17623,0.199162,0,0,0.005749,0.5,0
2Dnot3D,2Dnot3D,,4,0,1116,0.000217,3,5,8,3,6,9,7,0.212465,0.250373,0.000025,0.003389,0.028262,0.142857,0.004568
fishnuclez,fishnuclez,,4,0,1164,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
ArtivousIra,ArtivousIra,,4,0,1165,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.00021,0,0
trioxVSstuff,trioxVSstuff,,4,0,364,0.000284,5,0,5,5,0,5,0,0,0,0,0.005144,0,0,0.007614
RavingToyManiac,RavingToyManiac,,26,28,1166,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
HdHammer865,HdHammer865,,4,0,1171,0.000092,0,12,12,0,19,19,6,0.2582,0.312975,0,0,0.037231,0.068182,0
MandiAinslie,MandiAinslie,,123,0,1174,0.000092,0,4,4,0,4,4,1,1,1,0,0,0.000026,0.5,0
huntermaats,huntermaats,,123,0,1173,0.000245,6,3,9,6,3,9,1,1,1,0,0.000006,0.000026,0.303571,0.012138
UnburntWitch,UnburntWitch,,123,0,274,0.000567,13,0,13,15,0,15,0,0,0,0,0.000622,0,0.076923,0.025629
mathbabedotorg,mathbabedotorg,,123,0,1172,0.000315,7,0,7,7,0,7,0,0,0,0,0.000007,0,0.285714,0.016057
mixedmentalarts,mixedmentalarts,,123,0,1173,0.00026,7,4,11,7,4,11,1,1,1,0,0.000006,0.000026,0.361111,0.016057
JmHubber,JmHubber,,4,0,1175,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
panderson1979,panderson1979,,165,0,1176,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
ann_kilzer,ann_kilzer,,165,0,1178,0.000092,0,2,2,0,2,2,1,1,1,0,0,0,0,0
BuzzFeedNews,BuzzFeedNews,,165,0,1177,0.000131,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
AndrewGleasonOJ,AndrewGleasonOJ,,4,0,1180,0.00017,1,3,4,1,3,4,10,0.139428,0.162242,0.000013,0,0.003211,0.083333,0.001523
TabuthaRasa,TabuthaRasa,,4,0,1179,0.00014,1,1,2,1,1,2,1,1,1,0,0.000131,0.00049,0.5,0.00187
Astromancer23,Astromancer23,,4,0,1181,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.011177,0,0
Bot4IndieDevs,Bot4IndieDevs,,90,0,1185,0.000092,0,5,5,0,23,23,1,1,1,0,0,0.000001,0.05,0
sarkofilloniste,sarkofilloniste,,4,0,1186,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.005022,1,0
ElVandidoSnek,ElVandidoSnek,,4,0,1187,0.000092,0,3,3,0,3,3,1,1,1,0,0,0.016199,0.333333,0
UnDefinedLegacy,UnDefinedLegacy,,4,0,1188,0.000092,0,2,2,0,2,2,8,0.199336,0.231492,0,0,0.005226,0.5,0
Unendingfear,Unendingfear,,4,0,1190,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.004897,0,0
ggmanifesto1921,ggmanifesto1921,,4,0,1189,0.000131,1,0,1,1,0,1,0,0,0,0,0.0002,0,0,0.001523
deathkey3,deathkey3,,4,0,1191,0.000092,0,6,6,0,7,7,6,0.252313,0.294722,0,0,0.0609,0.2,0
psijac,psijac,,4,0,1192,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
Isabell15720638,Isabell15720638,,20,22,1193,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
1bowman5,1bowman5,,4,0,1194,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
Theranthrope,Theranthrope,,4,0,207,0.000129,2,1,3,2,1,3,3,0.5,0.583333,0.000001,0.002488,0.000568,0.166667,0.005048
conrad1on,conrad1on,,4,0,76,0.000277,14,9,23,14,9,23,1,1,1,0.000205,0.037426,0.016602,0.035573,0.036568
pcinvasion,pcinvasion,,4,0,75,0.000118,1,0,1,1,0,1,0,0,0,0,0.000677,0,0,0.007648
rapid_rar,rapid_rar,,36,40,1196,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
Chaseg00dman,Chaseg00dman,,36,40,1195,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
dragonfly_lime,dragonfly_lime,,4,0,1197,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.005022,1,0
Lord_OfBlood,Lord_OfBlood,,4,0,1198,0.000092,0,1,1,0,1,1,7,0.210084,0.233706,0,0,0.001409,0,0
squeakesquirrel,squeakesquirrel,,4,0,1199,0.000131,1,6,7,1,10,11,6,0.255537,0.300167,0.000013,0.000651,0.063095,0.285714,0.001523
Animeplayer26,Animeplayer26,,4,0,1200,0.000092,0,3,3,0,4,4,1,1,1,0,0,0.038229,0.166667,0
WilhelmDriscoll,WilhelmDriscoll,,4,0,1201,0.000092,0,4,4,0,4,4,7,0.203943,0.230675,0,0,0.021525,0.416667,0
ultraheroinefan,ultraheroinefan,,4,0,1202,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.015191,0,0
Nicolaie31,Nicolaie31,,37,41,1204,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
OverTheMoonbat,OverTheMoonbat,,37,41,1203,0.000876,10,0,10,10,0,10,0,0,0,0,0,0,0,0.015227
Enemy_Stand_,Enemy_Stand_,,4,0,1205,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.005022,1,0
RoarDinosuar,RoarDinosuar,,4,0,1206,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
_RyRyVen_,_RyRyVen_,,4,0,1207,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
ElectriXite,ElectriXite,,4,0,1208,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
ES_Tradicion,ES_Tradicion,,4,0,1209,0.000092,0,1,1,0,2,2,1,1,1,0,0,0.000559,0,0
4rtt5ty,4rtt5ty,,4,0,1211,0.000092,0,10,10,0,20,20,6,0.271661,0.329291,0,0,0.086164,0.211111,0
likalaruku,likalaruku,,4,0,224,0.000229,4,1,5,4,1,5,1,1,1,0.000001,0.003958,0.000686,0.25,0.010734
OrwellNGoode,OrwellNGoode,,4,0,51,0.000531,6,0,6,6,0,6,0,0,0,0,0.016835,0,0.1,0.107344
6c697374_fag,6c697374_fag,,4,0,1212,0.000092,0,1,1,0,1,1,8,0.179426,0.206833,0,0,0.017064,0,0
mostly_lurking,mostly_lurking,,4,0,1213,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
KayCapasso,KayCapasso,,165,0,1214,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
thinkerlocke,thinkerlocke,,4,0,1215,0.000092,0,3,3,0,4,4,6,0.248139,0.281667,0,0,0.017744,0.166667,0
HomelessLiberal,HomelessLiberal,,4,0,1223,0.000092,0,6,6,0,6,6,7,0.206715,0.237822,0,0,0.005593,0.2,0
AngeI0fDarkness,AngeI0fDarkness,,38,42,1226,0.000092,0,2,2,0,2,2,1,1,1,0,0,0,0,0
stallmanu1,stallmanu1,,38,42,1225,0.000131,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
4chan,4chan,,38,42,1224,0.000131,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
snarkylicious,snarkylicious,,165,0,1227,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
xGamecrawlx,xGamecrawlx,,90,0,1228,0.000092,0,2,2,0,11,11,1,1,1,0,0,0.000145,0,0
RAZ0RFIST,RAZ0RFIST,,4,0,205,0.000421,3,1,4,3,1,4,1,1,1,0,0.001173,0.015938,0.083333,0.014968
Bdragon1984,Bdragon1984,,4,0,1229,0.000092,0,7,7,0,8,8,7,0.24,0.284706,0,0,0.046899,0.166667,0
drunkenalpaca,drunkenalpaca,,4,0,1230,0.000092,0,4,4,0,4,4,3,0.6,0.703704,0,0,0.012435,0.083333,0
_Baldanders_,_Baldanders_,,4,0,1231,0.000092,0,1,1,0,1,1,3,0.5,0.583333,0,0,0.000568,0,0
SlaughterOYT,SlaughterOYT,,39,43,1233,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
HentaiAdvisor,HentaiAdvisor,,39,43,1232,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
5p00ky80n35,5p00ky80n35,,4,0,1234,0.000092,0,1,1,0,1,1,3,0.5,0.555556,0,0,0.005611,0,0
AFarray,AFarray,,165,0,1235,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
TwiggyZilla,TwiggyZilla,,4,0,1236,0.000092,0,1,1,0,1,1,4,0.363636,0.430556,0,0,0.012751,0,0
tomusvult,tomusvult,,4,0,1237,0.000092,0,5,5,0,6,6,8,0.196592,0.237897,0,0,0.052435,0.15,0
brian_carnell,brian_carnell,,4,0,1238,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.004889,0,0
ZedTheSnarky,ZedTheSnarky,,4,0,1239,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.011177,0,0
PhoenixCE,PhoenixCE,,4,0,1240,0.000092,0,2,2,0,2,2,4,0.4,0.479167,0,0,0.020054,0,0
CheGuevaraBlog,CheGuevaraBlog,,4,0,1241,0.000092,0,2,2,0,2,2,3,0.46875,0.522222,0,0,0.00562,0,0
coldacid,coldacid,,4,0,1242,0.000092,0,5,5,0,6,6,6,0.252941,0.29402,0,0,0.024513,0.15,0
lowbeyonder,lowbeyonder,,227,0,1243,0.000092,0,1,1,0,1,1,2,0.555556,0.6,0,0,0,0,0
StillHadThese,StillHadThese,,227,0,1244,0.000092,0,1,1,0,1,1,2,0.555556,0.6,0,0,0,0,0
raihan,raihan,,4,0,249,0.000101,1,0,1,2,0,2,0,0,0,0,0.001274,0,0,0.002256
UJustGotCarled,UJustGotCarled,,4,0,1245,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
StrongStyleUSA1,StrongStyleUSA1,,4,0,1246,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
thereneux,thereneux,,4,0,1247,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
Schoollunchalt,Schoollunchalt,,4,0,1248,0.000092,0,1,1,0,1,1,3,0.5,0.555556,0,0,0.005611,0,0
pyornkrachzark,pyornkrachzark,,4,0,1249,0.000092,0,5,5,0,5,5,1,1,1,0,0,0.00861,0.1,0
Cedarwooded,Cedarwooded,,4,0,1252,0.000208,2,4,6,2,4,6,1,1,1,0,0.000596,0.001224,0.25,0.006662
SilvrtonguedDvl,SilvrtonguedDvl,,40,44,1255,0.000092,0,2,2,0,2,2,1,1,1,0,0,0,0,0
TheNecroswanson,TheNecroswanson,,40,44,1254,0.000131,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
KenMWolfgang,KenMWolfgang,,40,44,1253,0.000131,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
Keirnoth,Keirnoth,,4,0,1256,0.000092,0,1,1,0,1,1,6,0.247525,0.277778,0,0,0.011823,0,0
RegulatoryHell,RegulatoryHell,,165,0,1257,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
_DRr_James,_DRr_James,,4,0,1258,0.000092,0,1,1,0,1,1,6,0.247525,0.277778,0,0,0.011823,0,0
Pasdy_Kwah,Pasdy_Kwah,,165,0,1260,0.000092,0,2,2,0,2,2,1,1,1,0,0,0,0,0
OCherokee,OCherokee,,165,0,1261,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
apexnerd,apexnerd,,165,0,1262,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
pmm526,pmm526,,165,0,1263,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
BasedDrivel,BasedDrivel,,4,0,1264,0.000092,0,2,2,0,2,2,7,0.203378,0.221816,0,0,0.011196,0,0
Cowctus,Cowctus,,4,0,1265,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.0167,0,0
SnarkyGnome,SnarkyGnome,,41,45,1267,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
JYSexton,JYSexton,,41,45,1266,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
GamingMinister,GamingMinister,,4,0,1268,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.003259,0,0
YAMATO,YAMATO,,4,0,91,0.000164,2,0,2,2,0,2,0,0,0,0,0.007367,0,0.5,0.016235
SophiaP_,SophiaP_,,42,46,1273,0.000092,0,1,1,0,1,1,2,0.571429,0.625,0,0,0,0,0
bandarrita,bandarrita,,42,46,1272,0.001032,12,3,15,12,3,15,1,1,1,0.000002,0,0,0,0.018273
wff1022,wff1022,,55,0,1282,0.000114,3,8,11,3,8,11,1,1,1,0.000003,0,0,0.036364,0.008488
TrickFreee,TrickFreee,,55,0,1281,0.000157,3,0,3,3,0,3,0,0,0,0,0,0,0,0.006803
KrauseForIowa,KrauseForIowa,,55,0,1280,0.000104,1,0,1,1,0,1,0,0,0,0,0,0,0,0.002973
13matters,13matters,,55,0,1279,0.000104,1,0,1,1,0,1,0,0,0,0,0,0,0,0.002973
Trumpnado2016,Trumpnado2016,,55,0,1278,0.000104,1,0,1,1,0,1,0,0,0,0,0,0,0,0.002973
