Id,Label,timeset,lat,lng,polarity,followers,friends,listed,status,polarity_boolean,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,componentnumber,strongcompnum
stockteamdalt,stockteamdalt,,44.07,-81.913305,0,174,98,5,19677,TRUE,1,1,2,1,1,2,96,0.069823,0.104425,11407,3,0.000086,3,381
Pkgdogg92,Pkgdogg92,,34.16875,-81.913305,0,124,433,3,6248,TRUE,1,1,2,1,1,2,95,0.075058,0.119431,11378,3,0.000099,3,381
Spanish_Inn_Phd,Spanish_Inn_Phd,,43.776739,-81.913305,0,49,178,1,2536,TRUE,1,1,2,1,1,2,94,0.08114,0.14025,11349,3,0.00011,3,381
JimInHeaven,JimInHeaven,,31.968599,-82.998794,0,731,622,0,18969,TRUE,1,1,2,1,1,2,94,0.080219,0.136372,1385.316369,3,0.000098,3,381
_egosumnemo,_egosumnemo,,33.791638,103.6,0.158333,4794,947,16,6504,FALSE,2,2,4,2,2,4,94,0.076463,0.122661,23052.115371,3,0.000142,3,381
michaelalvare20,michaelalvare20,,33.791638,-82.998794,0,299,895,40,29887,TRUE,1,1,2,1,1,2,96,0.069882,0.10453,11450.107144,3,0.000086,3,381
ManfredvonRiva,ManfredvonRiva,,33.791638,-82.998794,0,43,85,5,4300,TRUE,1,1,2,1,1,2,95,0.075124,0.119586,11421.107144,3,0.000099,3,381
Witch_chan2000,Witch_chan2000,,31.968599,-122.411031,0,613,647,7,16945,TRUE,1,1,2,1,1,2,94,0.081217,0.140513,11392.107144,3,0.00011,3,381
senpai5238,senpai5238,,23.810332,-81.913305,0,431,698,3,5996,TRUE,1,1,2,1,1,2,97,0.063128,0.087264,12222.679014,3,0.000088,3,381
KogashiwaKai,KogashiwaKai,,37.827178,-82.998794,0,596,1982,48,121927,TRUE,1,1,2,1,1,2,96,0.067374,0.097104,12193.679014,3,0.0001,3,381
PhoenixGamesYT,PhoenixGamesYT,,52.130661,-81.913305,0,274,176,4,26176,TRUE,1,1,2,1,1,2,95,0.072233,0.109744,12164.679014,3,0.000111,3,381
latDelphine,latDelphine,,47.524646,-82.998794,0,400,926,15,31835,TRUE,1,1,2,1,1,2,94,0.074598,0.114865,5956.309633,3,0.000112,3,381
MGSGA1,MGSGA1,,33.791638,-82.998794,0,26,194,0,9323,TRUE,1,1,2,1,1,2,93,0.080602,0.133677,5927.309633,3,0.000121,3,381
octasteve,octasteve,,37.09024,-81.913305,0,14,60,0,832,TRUE,1,1,2,1,1,2,95,0.070847,0.105792,17012.640412,3,0.000114,3,381
funk_ross,funk_ross,,33.791638,-84.389488,0,355,366,2,4897,TRUE,2,2,4,2,2,4,94,0.076242,0.121301,39933,3,0.000228,3,381
EkanshGupta_,EkanshGupta_,,20.593684,-72.387502,0,101,990,3,2370,TRUE,1,1,2,1,1,2,94,0.079814,0.134196,11926.57097,3,0.000123,3,381
ringtrick,ringtrick,,36.778261,-81.913305,0,96,347,0,2906,TRUE,1,1,2,1,1,2,93,0.082299,0.140714,1009.307765,3,0.000099,3,381
BelgianTrumper,BelgianTrumper,,50.503887,-72.387502,0,1028,267,30,43094,TRUE,1,1,2,1,1,2,94,0.080362,0.136332,9588.01212,3,0.000087,3,381
anorganicbear,anorganicbear,,41.902916,-72.387502,-0.0625,701,73,14,11331,TRUE,2,2,4,2,2,4,94,0.082322,0.144228,34233.60029,3,0.000178,3,381
zajuts149,zajuts149,,60.472024,-122.411031,0,328,371,35,22740,TRUE,1,1,2,1,1,2,95,0.074697,0.118065,8691.855102,3,0.000072,3,381
brandonorselli,brandonorselli,,39.952584,-72.387502,0,2614,322,58,59671,TRUE,1,1,2,1,1,2,94,0.076478,0.122474,560.276679,3,0.000113,3,381
chillblaine,chillblaine,,32.744774,-72.387502,0.175,,2449,13,16140.5,FALSE,2,2,4,2,2,4,93,0.082803,0.144649,12752.601255,3,0.000167,3,381
BakedTom1993,BakedTom1993,,50.503887,-72.387502,0,467,558,24,32898,TRUE,1,1,2,1,1,2,96,0.063491,0.087599,13485.41098,3,0.000081,3,381
HelveticaSt,HelveticaSt,,41.910307,-82.998794,0,90,163,11,12409,TRUE,1,1,2,1,1,2,95,0.067789,0.09752,13456.41098,3,0.000095,3,381
rezberrytv,rezberrytv,,44.07,-81.913305,0,20,83,1,1088,TRUE,1,1,2,1,1,2,94,0.072711,0.110275,13427.41098,3,0.000107,3,381
ArturAbramoff,ArturAbramoff,,51.107885,-72.387502,0,18,119,0,1226,TRUE,2,2,4,2,2,4,94,0.082194,0.143466,2865.642853,3,0.000146,3,381
Nameistaken2,Nameistaken2,,33.791638,-81.913305,0,197,261,2,21915,TRUE,3,3,6,3,3,6,93,0.085707,0.156124,47496.304767,3,0.000243,3,381
HanekeJr,HanekeJr,,33.791638,-82.998794,0,1642,1023,38,27625,TRUE,1,1,2,1,1,2,94,0.078637,0.131297,7336.030897,3,0.000091,3,381
LooseSnausage,LooseSnausage,,33.791638,-82.998794,0,78,932,7,15551,TRUE,1,1,2,1,1,2,97,0.064769,0.091317,11429.333333,3,0.000083,3,381
Es_tor,Es_tor,,44.07,-72.387502,0,81,268,7,7913,TRUE,1,1,2,1,1,2,96,0.069248,0.1023,11400.333333,3,0.000096,3,381
Moj_kobe,Moj_kobe,,36.778261,-122.411031,0,5544,702,91,71499,TRUE,1,1,2,1,1,2,95,0.074393,0.116704,11371.333333,3,0.000108,3,381
mischivishlj,mischivishlj,,33.791638,-82.998794,0,1305,1615,31,48481,TRUE,1,1,2,1,1,2,95,0.074721,0.117946,5825.802778,3,0.000065,3,381
NoSlackDelta,NoSlackDelta,,39.952584,-81.913305,0,5277,991,54,39767,TRUE,1,1,2,1,1,2,94,0.080747,0.138108,5796.802778,3,0.000081,3,381
BillShockleyJr,BillShockleyJr,,33.67294,-72.387502,0,140,607,3,2867,TRUE,1,1,2,1,1,2,97,0.064383,0.090706,17109,3,0.000072,3,381
jaushouse,jaushouse,,33.791638,-82.998794,0,647,117,13,18895,TRUE,1,1,2,1,1,2,96,0.068808,0.101485,17080,3,0.000087,3,381
ThePudgyEmolga,ThePudgyEmolga,,-25.274398,-122.411031,0,56,166,1,4860,TRUE,1,1,2,1,1,2,95,0.073885,0.115525,17051,3,0.0001,3,381
toliman,toliman,,-32.928271,-122.411031,0,323,1283,26,16790,TRUE,1,1,2,1,1,2,94,0.079772,0.134749,17022,3,0.000111,3,381
Rapid__UK,Rapid__UK,,44.07,-81.913305,0,451,521,5,9500,TRUE,1,1,2,1,1,2,97,0.063281,0.088093,17109,3,0.000072,3,381
ProdigiousPack9,ProdigiousPack9,,33.791638,-81.913305,0,88,1309,0,918,TRUE,1,1,2,1,1,2,96,0.067551,0.098149,17080,3,0.000087,3,381
FR_Maxime_,FR_Maxime_,,48.856614,-84.389488,0,10,42,0,63,TRUE,1,1,2,1,1,2,95,0.072438,0.111095,17051,3,0.0001,3,381
Duke_Cactus,Duke_Cactus,,55.755826,-72.387502,0,72,262,8,11032,TRUE,1,1,2,1,1,2,94,0.078087,0.128512,17022,3,0.00011,3,381
Audacious_Leaf,Audacious_Leaf,,53.760861,-72.387502,0,1935,1334,5,7786,TRUE,3,3,6,3,3,6,93,0.084692,0.15359,40152.816049,3,0.00022,3,381
quietbooklion,quietbooklion,,44.07,-81.913305,0,264,764,9,11842,TRUE,1,1,2,1,1,2,95,0.075455,0.120876,5910.410654,3,0.000088,3,381
Legit_Fag,Legit_Fag,,52.355518,-82.998794,0,773,2390,0,10598,TRUE,1,1,2,1,1,2,94,0.081606,0.142422,5881.410654,3,0.000101,3,381
BlueGallade,BlueGallade,,47.528686,-72.387502,0,317,1089,7,33079,TRUE,1,1,2,1,1,2,94,0.079774,0.134251,441.632503,3,0.000089,3,381
LapisNomad,LapisNomad,,45.345303,-82.998794,0,21,125,0,3132,TRUE,1,1,2,1,1,2,94,0.077741,0.12748,2068.228947,3,0.00008,3,381
rreganhart,rreganhart,,33.583407,-81.913305,0,401,411,50,38028,TRUE,1,1,2,1,1,2,97,0.064919,0.091981,11605.637056,3,0.000114,3,381
VTwinCrucible,VTwinCrucible,,40.798947,-122.411031,0,10441,10964,255,169188,TRUE,1,1,2,1,1,2,96,0.069418,0.103112,11576.637056,3,0.000123,3,381
SteaminSmurfer,SteaminSmurfer,,33.791638,-81.913305,0,24,181,4,2225,TRUE,1,1,2,1,1,2,95,0.074588,0.1177,11547.637056,3,0.00013,3,381
RajahDDT,RajahDDT,,33.791638,-81.913305,0,147,124,5,17412,TRUE,1,1,2,1,1,2,95,0.071895,0.108788,5725.785714,3,0.000089,3,381
LutherisaRogue,LutherisaRogue,,33.791638,-82.998794,0,42,135,2,3297,TRUE,1,1,2,1,1,2,94,0.07746,0.125354,5696.785714,3,0.000101,3,381
Vidboy10,Vidboy10,,49.282729,-122.411031,0,433,3110,5,6594,TRUE,1,1,2,1,1,2,94,0.075016,0.116947,1398.97745,3,0.00008,3,381
BuckMyAsh,BuckMyAsh,,35.517491,-72.387502,0,79,274,1,3765,TRUE,1,1,2,1,1,2,95,0.073398,0.113519,15292.624489,3,0.000106,3,381
vjeannek,vjeannek,,33.791638,-122.411031,0,14983,13518,244,223754,TRUE,2,2,4,2,2,4,94,0.079205,0.13189,34302.542857,3,0.000204,3,381
WolfofNinjas,WolfofNinjas,,33.791638,-122.411031,0,6,44,0,430,TRUE,1,1,2,1,1,2,95,0.073063,0.113593,459.115079,3,0.000112,3,381
EmperorArilando,EmperorArilando,,56.26392,-72.387502,0,47,233,5,5750,TRUE,1,1,2,1,1,2,95,0.073859,0.115144,5956.77373,3,0.00009,3,381
kendroiddddd,kendroiddddd,,33.791638,-82.998794,0,663,1598,84,48687,TRUE,1,1,2,1,1,2,94,0.079742,0.13421,5927.77373,3,0.000103,3,381
TouhousFucknGay,TouhousFucknGay,,40.712775,-122.411031,0,210,326,3,9360,TRUE,1,1,2,1,1,2,93,0.08279,0.144525,529.129132,3,0.000082,3,381
mom4_up,mom4_up,,53.224622,-122.411031,0,16,113,1,1847,TRUE,1,1,2,1,1,2,95,0.075299,0.120243,5721.509089,3,0.000073,3,381
klavertje_vier,klavertje_vier,,33.791638,-82.998794,0,32,281,0,180,TRUE,1,1,2,1,1,2,94,0.081425,0.141446,5692.509089,3,0.000088,3,381
Osiir11,Osiir11,,33.791638,-81.913305,0,34,288,2,1643,TRUE,1,1,2,1,1,2,94,0.080965,0.139157,5189.869702,3,0.000076,3,381
teeth_best,teeth_best,,33.448377,-81.913305,0,79,378,1,5209,TRUE,1,1,2,1,1,2,96,0.069373,0.103264,5824.339656,3,0.000096,3,381
ian_tinney,ian_tinney,,33.791638,-82.998794,0,8,52,0,700,TRUE,1,1,2,1,1,2,95,0.074538,0.117939,5795.339656,3,0.000107,3,381
ValveNerd,ValveNerd,,33.791638,-122.411031,0,185,781,4,2613,TRUE,1,1,2,1,1,2,94,0.07789,0.126496,108773.813658,3,0.000092,3,381
Ledfordbot,Ledfordbot,,33.791638,-82.998794,0,16,36,0,500,TRUE,1,1,2,1,1,2,98,0.059941,0.080542,5980.802076,3,0.000076,3,381
JamieEmery5,JamieEmery5,,33.791638,-82.998794,0,476,727,9,13785,TRUE,1,1,2,1,1,2,97,0.063757,0.088718,5951.802076,3,0.000091,3,381
BiZZleBopp,BiZZleBopp,,33.791638,-72.387502,0,319,1484,5,17900,TRUE,1,1,2,1,1,2,95,0.073061,0.112133,17132.666667,3,0.000166,3,381
cuckabee,cuckabee,,44.07,-72.387502,0,801,1065,16,2508,TRUE,1,1,2,1,1,2,97,0.065243,0.093128,33964.089823,3,0.000141,3,381
Marcel_Arts,Marcel_Arts,,33.791638,-82.998794,0,148,37,6,15009,TRUE,1,1,2,1,1,2,95,0.074888,0.118981,30969.415153,3,0.000131,3,381
MJSayre,MJSayre,,33.791638,-122.411031,0,70,254,10,7891,TRUE,1,1,2,1,1,2,94,0.080941,0.139657,30940.415153,3,0.000137,3,381
17cShyteposter,17cShyteposter,,51.51422,103.6,0,305,290,2,3633,TRUE,1,1,2,1,1,2,95,0.070529,0.105011,11410.771825,3,0.000084,3,381
leovascao27,leovascao27,,33.791638,-82.998794,0,166,447,5,7994,TRUE,1,1,2,1,1,2,94,0.075873,0.120191,11381.771825,3,0.000097,3,381
oude_lap,oude_lap,,33.791638,-81.913305,0,1603,3694,160,156962,TRUE,1,1,2,1,1,2,93,0.082094,0.141294,11352.771825,3,0.000108,3,381
DyneKerrel,DyneKerrel,,33.791638,-72.387502,0,279,883,8,5361,TRUE,2,2,4,2,2,4,93,0.085026,0.155526,18278.039837,3,0.000161,3,381
Eirthski,Eirthski,,39.550051,-72.387502,0.1,120,898,0,4623.5,FALSE,2,2,4,2,2,4,94,0.081538,0.142298,8108.332487,3,0.000125,3,381
GerryLEL,GerryLEL,,-26.16671,-84.389488,0,189,92,0,17525,TRUE,1,1,2,1,1,2,96,0.067493,0.098335,6160.759193,3,0.00008,3,381
RandeepMangat,RandeepMangat,,33.791638,-81.913305,0,31,115,0,469,TRUE,1,1,2,1,1,2,96,0.067399,0.097615,18784.52121,3,0.000096,3,381
CryoCore_,CryoCore_,,53.72702,-72.387502,0,18,87,1,1150,TRUE,1,1,2,1,1,2,95,0.072262,0.110374,18755.52121,3,0.000107,3,381
JoycapSm4sh,JoycapSm4sh,,52.475074,-82.998794,0,276,707,6,16352,TRUE,1,1,2,1,1,2,94,0.077883,0.127478,18726.52121,3,0.000117,3,381
Rage_Clawz00,Rage_Clawz00,,33.791638,-81.913305,0,37,321,0,708,TRUE,1,1,2,1,1,2,93,0.08445,0.15192,18697.52121,3,0.000125,3,381
TheErodRed,TheErodRed,,33.791638,-122.411031,0.3,294,250,10,3945,FALSE,1,1,2,1,1,2,96,0.067497,0.098535,10583.042249,3,0.000081,3,381
Ishbibl,Ishbibl,,44.07,-82.998794,0,15,136,0,285,TRUE,1,1,2,1,1,2,95,0.072377,0.111721,10554.042249,3,0.000094,3,381
ProjectAria,ProjectAria,,40.516977,-81.913305,0,379,248,4,35327,TRUE,1,1,2,1,1,2,96,0.064796,0.09067,17130.341667,3,0.000099,3,381
RayGigasBrown,RayGigasBrown,,38.949924,-81.913305,0,35,322,0,2791,TRUE,1,1,2,1,1,2,95,0.069279,0.101408,17101.341667,3,0.00011,3,381
vladdypappy,vladdypappy,,26.249117,-122.411031,0,201,1714,1,6202,TRUE,1,1,2,1,1,2,94,0.074428,0.115378,17072.341667,3,0.000119,3,381
Seanmyster6,Seanmyster6,,46.729553,-81.913305,0,98,248,3,2404,TRUE,1,1,2,1,1,2,93,0.080403,0.134476,17043.341667,3,0.000127,3,381
FailDRE86,FailDRE86,,13.193887,-72.387502,0,233,1027,9,4888,TRUE,1,1,2,1,1,2,95,0.074285,0.116992,430.427522,3,0.000083,3,381
ClareFries,ClareFries,,33.791638,-72.387502,0,469,507,13,10843,TRUE,1,1,2,1,1,2,94,0.081983,0.144797,1894.871791,3,0.00008,3,381
Toxic_Paramite,Toxic_Paramite,,30.267153,-122.411031,0,23,38,3,7751,TRUE,1,1,2,1,1,2,94,0.080364,0.136498,2740.770446,3,0.000123,3,381
TheRebellior,TheRebellior,,33.791638,-122.411031,0,17,223,0,3127,TRUE,1,1,2,1,1,2,95,0.07461,0.117865,3970.903066,3,0.000078,3,381
louisbadalament,louisbadalament,,27.664827,-82.998794,0.108333,331,613,7,16534,FALSE,2,2,4,2,2,4,94,0.080617,0.138092,30932.031021,3,0.000165,3,381
JamesCleland420,JamesCleland420,,51.253775,-82.998794,0,10,142,0,1219,TRUE,1,1,2,1,1,2,95,0.071757,0.108157,5886.044444,3,0.000096,3,381
JordanIsSatan,JordanIsSatan,,43.255721,-82.998794,0,674,399,16,35688,TRUE,1,1,2,1,1,2,94,0.077295,0.124452,5857.044444,3,0.000107,3,381
DurandelA,DurandelA,,44.07,-72.387502,0,258,1074,26,24642,TRUE,3,3,6,3,3,6,93,0.083759,0.147534,34295.495074,3,0.000257,3,381
mauistrife,mauistrife,,44.07,-82.998794,0,71,204,2,2360,TRUE,1,0,1,1,0,1,0,0,0,0,3,0.000099,3,378
DrisSkull,DrisSkull,,33.791638,-72.387502,0.2,1116,1534,75,5000,FALSE,1,1,2,1,1,2,94,0.082126,0.144883,39322.131687,3,0.000109,3,381
Orph34,Orph34,,56.130366,-81.913305,0.2,98,378,3,6708,FALSE,1,1,2,1,1,2,94,0.08046,0.133299,1003.217922,3,0.000067,3,381
VarminWay,VarminWay,,33.791638,-122.411031,0.0625,26,89,8,4775,FALSE,1,1,2,1,1,2,95,0.077431,0.12877,609.713504,3,0.000079,3,381
nightsavior,nightsavior,,44.07,-81.913305,0.19,1756,2020,107,174862.4,FALSE,3,3,6,3,3,6,92,0.083075,0.141804,109755.97884,3,0.000144,3,381
darkespyne252,darkespyne252,,44.07,-72.387502,0.2,655,385,75,63069,FALSE,1,1,2,1,1,2,94,0.079555,0.133864,3316.752399,3,0.000073,3,381
IQMystic,IQMystic,,44.07,-82.998794,0.2,520,575,41,48921,FALSE,1,1,2,1,1,2,94,0.078637,0.129047,115.034448,3,0.000081,3,381
GlassArmour,GlassArmour,,55.139116,-84.389488,0.2,69,489,1,2496,FALSE,1,1,2,1,1,2,95,0.073385,0.114005,5813.799923,3,0.000093,3,381
cAPSLOCKcHRIS,cAPSLOCKcHRIS,,52.375892,-72.387502,0.075,1278,825,35,10919,FALSE,3,3,6,3,3,6,93,0.08756,0.166699,13704.412667,3,0.000186,3,381
Blaisewell,Blaisewell,,44.07,-72.387502,0.041667,355,540,3,1455,FALSE,1,1,2,1,1,2,95,0.073185,0.113866,5727.438596,3,0.000075,3,381
DSADavidDuke,DSADavidDuke,,55.755826,-72.387502,0.11267,494,774,3,15753.5,FALSE,2,1,3,2,1,3,94,0.078957,0.132404,11375.438596,3,0.000112,3,381
nhc1993,nhc1993,,44.07,-81.913305,0.016049,35,70,0,2119,FALSE,0,1,1,0,1,1,94,0.077413,0.125351,0,3,0.000026,3,1056
MadDogAnchorite,MadDogAnchorite,,33.791638,-82.998794,0,67,824,1,1183,TRUE,2,1,3,2,1,3,93,0.086774,0.162335,0,3,0.000135,3,381
BiekerJosh,BiekerJosh,,44.789345,-72.387502,0,540,2491,17,16477,TRUE,1,1,2,1,1,2,93,0.083793,0.149262,352212.969497,3,0.000092,3,381
Rainer42,Rainer42,,0,-81.913305,0,1266,3507,157,65306,TRUE,1,0,1,1,0,1,0,0,0,0,3,0.000066,3,353
BohemianMoose69,BohemianMoose69,,27.950575,-72.387502,-0.1,523,1423,35,60228,TRUE,0,1,1,0,1,1,93,0.08172,0.138623,0,3,0.000026,3,1057
DanielNkomoo,DanielNkomoo,,33.791638,-72.387502,-0.1,36,19,4,8177,TRUE,1,1,2,1,1,2,95,0.074409,0.117047,2785.542175,3,0.000067,3,381
muttzone,muttzone,,37.540725,-81.913305,0.416667,340,303,0,6954,FALSE,0,1,1,0,1,1,12,0.153846,0.258601,0,84,0.000026,81,1070
Underwater_Tank,Underwater_Tank,,38.837522,-122.411031,0.416667,754,907,4,16482,FALSE,1,1,2,1,1,2,11,0.166667,0.274534,11,84,0.000048,81,1069
thickmilk,thickmilk,,42.43472,-122.411031,0.408333,95,218,0,3005,FALSE,1,1,2,1,1,2,10,0.181818,0.292897,20,84,0.000066,81,1068
The_Alfie_Inc,The_Alfie_Inc,,30.421309,-122.411031,0.416667,1654,611,12,19855,FALSE,1,1,2,1,1,2,9,0.2,0.31433,27,84,0.000082,81,1067
crabcakesthe5th,crabcakesthe5th,,64.200841,-72.387502,0.416667,152,828,2,27444,FALSE,1,1,2,1,1,2,8,0.222222,0.339732,32,84,0.000096,81,1066
OusatsuZansatsu,OusatsuZansatsu,,33.791638,-81.913305,0.416667,240,590,17,30350,FALSE,1,1,2,1,1,2,7,0.25,0.370408,35,84,0.000107,81,1065
vulpinetaco,vulpinetaco,,44.068202,-122.411031,0.416667,325,641,7,16078,FALSE,1,1,2,1,1,2,6,0.285714,0.408333,36,84,0.000117,81,1064
peisicosia,peisicosia,,56.130366,-81.913305,0.416667,72,168,1,4933,FALSE,1,1,2,1,1,2,5,0.333333,0.456667,35,84,0.000125,81,1063
lbrehm41,lbrehm41,,29.760427,-82.998794,0.416667,91,150,0,23497,FALSE,1,1,2,1,1,2,4,0.4,0.520833,32,84,0.000132,81,1062
Zydecorogue,Zydecorogue,,40.18111,-122.411031,0.416667,130,175,8,10095,FALSE,1,1,2,1,1,2,3,0.5,0.611111,27,84,0.000138,81,1061
KiefDesh,KiefDesh,,27.664827,-82.998794,0.416667,228,1321,1,23579,FALSE,1,1,2,1,1,2,2,0.666667,0.75,20,84,0.000143,81,1060
asawnik,asawnik,,34.233137,-72.387502,0.416667,82,82,3,12878,FALSE,1,1,2,1,1,2,1,1,1,11,84,0.000148,81,1059
HornyAnonDragon,HornyAnonDragon,,33.791638,-82.998794,0.416667,39,152,0,4409,FALSE,1,0,1,1,0,1,0,0,0,0,84,0.000151,81,1058
sllertzman,sllertzman,,33.791638,-81.913305,-1,378,1083,0,18108,TRUE,0,1,1,0,1,1,1,1,1,0,85,0.000026,82,1072
KellAF18,KellAF18,,37.09024,-82.998794,-1,3405,4990,13,27775,TRUE,1,0,1,1,0,1,0,0,0,0,85,0.000048,82,1071
AndreRockYBeer,AndreRockYBeer,,40.519184,-72.387502,0,518,675,23,76937,TRUE,1,1,2,1,1,2,97,0.06684,0.097339,17109,3,0.000066,3,381
AnthonyAbides,AnthonyAbides,,36.712743,-72.387502,0,2239,1578,101,228460,TRUE,1,1,2,1,1,2,96,0.07162,0.110046,17080,3,0.000082,3,381
Fantomu_69,Fantomu_69,,42.373616,-72.387502,0,40,184,2,1991,TRUE,1,1,2,1,1,2,95,0.077135,0.127081,17051,3,0.000096,3,381
UnderAWaterfall,UnderAWaterfall,,42.407211,-122.411031,0,41,188,0,1936,TRUE,1,1,2,1,1,2,94,0.083571,0.151442,17022,3,0.000107,3,381
slightstrider,slightstrider,,37.774929,-81.913305,0,873,1217,40,62622,TRUE,1,1,2,1,1,2,94,0.080108,0.129425,11409.632582,3,0.000073,3,381
FluryPD,FluryPD,,38.881621,-84.389488,0,74,270,8,14594,TRUE,1,1,2,1,1,2,94,0.081604,0.142417,25563.776364,3,0.000108,3,381
pppanchopp,pppanchopp,,33.791638,-81.913305,0,494,3386,49,11251,TRUE,1,1,2,1,1,2,94,0.074925,0.11645,5810.743468,3,0.000079,3,381
brooklynmike21,brooklynmike21,,40.678178,-72.387502,0,467,344,26,92489,TRUE,1,1,2,1,1,2,93,0.080985,0.135883,5781.743468,3,0.000093,3,381
Hadesprince,Hadesprince,,31.212851,-82.998794,0,511,1598,138,115019,TRUE,2,2,4,2,2,4,96,0.068342,0.101109,34371.83075,3,0.000116,3,381
BrianBachner,BrianBachner,,36.162664,-72.387502,0,2538,4320,335,307451,TRUE,1,1,2,1,1,2,95,0.072894,0.113211,15266.291824,3,0.000075,3,381
dasmunatic,dasmunatic,,29.74689,-72.387502,0,220,319,20,20348,TRUE,1,1,2,1,1,2,94,0.078616,0.131459,15237.291824,3,0.00009,3,381
ChrisLad15,ChrisLad15,,33.791638,-72.387502,0,23,10,0,4703,TRUE,2,2,4,2,2,4,93,0.085314,0.158011,32189.026062,3,0.000185,3,381
duffath,duffath,,55.953252,-72.387502,0,123,503,7,6374,TRUE,1,1,2,1,1,2,97,0.063575,0.088625,17109,3,0.000076,3,381
TANSTAAFL241,TANSTAAFL241,,33.791638,-81.913305,0,303,558,6,8629,TRUE,1,1,2,1,1,2,96,0.067885,0.098833,17080,3,0.00009,3,381
jewbagel_,jewbagel_,,39.550051,-82.998794,0,14,42,0,1033,TRUE,1,1,2,1,1,2,95,0.072822,0.112017,17051,3,0.000102,3,381
ascending2him,ascending2him,,31.968599,-72.387502,0,2410,2332,70,106789,TRUE,1,1,2,1,1,2,94,0.078532,0.129853,17022,3,0.000113,3,381
Le_Hack_Fraud,Le_Hack_Fraud,,33.791638,-82.998794,0,62,181,0,7096,TRUE,1,1,2,1,1,2,97,0.065644,0.093713,210.198079,3,0.000101,3,381
KnuklezRapper,KnuklezRapper,,40.844782,-82.998794,0.347222,519,2445,14,6436,FALSE,1,1,2,1,1,2,94,0.081138,0.138191,343.665154,3,0.000067,3,381
outrunnerpt,outrunnerpt,,33.791638,-81.913305,0.25,107,439,1,1603,FALSE,1,0,1,1,0,1,0,0,0,0,3,0.000067,3,364
fortzon,fortzon,,61.92411,-84.389488,0,79,807,4,6723,TRUE,1,1,2,1,1,2,93,0.083064,0.145966,2518.459373,3,0.000076,3,381
Intro_To_Life_,Intro_To_Life_,,13.193887,-82.998794,0,244,384,3,3992,TRUE,1,1,2,1,1,2,95,0.074877,0.119018,2074.312524,3,0.000072,3,381
6crip,6crip,,39.02001,103.6,0,405,607,7,6219,TRUE,1,1,2,1,1,2,92,0.079716,0.12889,1616.298245,3,0.000076,3,381
Doomchild_,Doomchild_,,0,-72.387502,0,1174,655,75,72373,TRUE,1,1,2,1,1,2,93,0.084444,0.151895,1294.211988,3,0.000074,3,381
GammaCrackers21,GammaCrackers21,,33.791638,-84.389488,0,67,679,3,5916,TRUE,1,1,2,1,1,2,94,0.080926,0.138912,190.412016,3,0.000068,3,381
SolidOdin84,SolidOdin84,,60.03437,-81.913305,-0.108333,140,456,8,18023,TRUE,1,1,2,1,1,2,98,0.061099,0.08348,22672.664206,3,0.000067,3,381
yfwdbwdso,yfwdbwdso,,33.791638,-122.411031,0,152,435,0,3425,TRUE,1,1,2,1,1,2,97,0.065069,0.092378,22643.664206,3,0.000082,3,381
CommanderAMB,CommanderAMB,,0,-72.387502,0,317,778,23,11219,TRUE,1,1,2,1,1,2,96,0.069591,0.103638,22614.664206,3,0.000096,3,381
wallabemu7_62,wallabemu7_62,,-31.253218,-122.411031,0,1873,407,28,105797,TRUE,1,1,2,1,1,2,94,0.080675,0.13789,22324.988457,3,0.00008,3,381
ArtivousIra,ArtivousIra,,33.791638,-72.387502,0,944,569,21,25973,TRUE,1,1,2,1,1,2,94,0.081753,0.143351,55682.069441,3,0.000109,3,381
Chad_Nine,Chad_Nine,,33.791638,-72.387502,0,72,141,5,5986,TRUE,1,1,2,1,1,2,94,0.077634,0.127404,5290.143563,3,0.000087,3,381
MajorBear640,MajorBear640,,33.791638,-82.998794,0.25,185,445,5,7735,FALSE,2,2,4,2,2,4,94,0.079826,0.136118,9100.976198,3,0.000147,3,381
bluejaybirb,bluejaybirb,,33.791638,-72.387502,0,47,80,0,4722,TRUE,1,1,2,1,1,2,93,0.084439,0.152131,2275.497573,3,0.000088,3,381
TrashForce,TrashForce,,-33.86882,-122.411031,0.1,38,125,2,3176,FALSE,2,2,4,2,2,4,93,0.085374,0.155214,79637.628797,3,0.000169,3,381
PrestonReptile,PrestonReptile,,24.311436,-81.913305,0,387,868,1,5659,TRUE,1,1,2,1,1,2,94,0.082123,0.144864,1062.353988,3,0.000073,3,381
realradiobrain,realradiobrain,,0,-81.913305,0,1207,1997,2,5836,TRUE,1,1,2,1,1,2,93,0.082359,0.141508,720.218189,3,0.000082,3,381
612WharfAvenue,612WharfAvenue,,33.791638,103.6,-0.4,60,134,10,9833,TRUE,1,1,2,1,1,2,93,0.08209,0.141272,0,3,0.000078,3,381
BuddClub,BuddClub,,40.888746,-72.387502,0.175,492,253,1,6343,FALSE,0,1,1,0,1,1,95,0.073058,0.11381,0,3,0.000026,3,1073
Luvvok,Luvvok,,33.791638,-82.998794,0.15,165,51,12,10755,FALSE,1,0,1,1,0,1,0,0,0,0,3,0.000076,3,368
Zepaw,Zepaw,,37.313613,-122.411031,0,249,562,2,13508,TRUE,0,1,1,0,1,1,93,0.044249,0.048047,0,18,0.000026,3,1074
